"","age","gender_bin","country","grit","extraversion","openess","conscientiousness","agreeableness","neuroticism","VLC_QA","VLC_rest","GS1","GS2","GS3","GS4","GS5","GS6","GS7","GS8","GS9","GS10","GS11","GS12","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","O1","O2","O3","O4","O5","O6","O7","O8","O9","O10","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","N1","N2","N3","N4","N5","N6","N7","N8","N9","N10","gender","surveyelapse","VCL1","VCL2","VCL3","VCL4","VCL5","VCL6","VCL7","VCL8","VCL9","VCL10","VCL11","VCL12","VCL13","VCL14","VCL15","VCL16","education","urban","engnat","hand","religion","orientation","race","voted","married","familysize","operatingsystem","browser","screenw","screenh","introelapse","testelapse"
"1159",24,"male","DE",30,15,43,41,21,24,0,5,3,2,2,4,2,3,2,2,2,2,4,2,1,1,2,1,1,4,1,1,2,1,4,5,5,5,4,4,4,3,5,4,4,4,5,4,3,5,4,4,4,4,2,2,1,2,2,2,2,3,3,2,2,2,5,3,2,2,2,2,2,2,1,203,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,2,2,1,1,5,1,1,2,"Windows","Opera",1680,1050,3,170
"1160",17,"female","IN",30,49,45,27,10,31,1,8,2,3,2,5,3,3,3,1,2,2,2,2,5,5,5,5,5,5,5,4,5,5,5,4,5,3,5,5,4,4,5,5,3,2,5,2,2,2,3,4,1,3,1,1,1,1,1,1,1,1,1,1,4,3,4,3,3,4,4,2,2,2,2,175,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,"Macintosh","Safari",1440,900,191,149
"1161",29,"female","TH",34,32,42,21,24,36,0,6,1,5,2,2,5,2,2,2,3,3,4,3,2,4,3,4,4,4,4,2,2,3,5,4,4,4,4,4,5,4,5,3,2,1,2,2,2,1,2,4,2,3,3,1,4,1,2,1,4,4,1,3,4,3,2,4,4,4,4,4,5,2,2,193,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,6,1,1,2,1,2,"Windows","Chrome",1366,768,4,189
"1162",46,"female","US",44,23,39,28,21,48,0,5,3,4,3,5,3,1,4,5,4,5,3,4,2,2,1,1,4,5,1,2,2,3,1,5,5,5,4,5,4,1,5,4,2,4,5,1,1,4,5,2,1,3,4,1,2,2,2,1,2,4,1,2,4,5,5,5,5,5,5,5,5,4,2,327,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,1,1,7,1,4,1,2,2,"iOS","Safari",414,736,29,418
"1163",27,"female","IN",37,22,35,37,21,42,0,4,3,2,4,4,4,1,4,3,3,3,4,2,1,4,4,1,4,4,1,1,1,1,4,4,5,4,2,4,2,1,5,4,2,2,4,5,4,2,4,5,4,5,1,2,2,2,2,2,4,2,2,2,5,4,5,4,4,4,4,4,4,4,2,194,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,4,2,2,1,8,1,1,2,2,2,"Windows","Chrome",1366,768,110,257
"1164",26,"female","DE",24,34,36,41,22,19,0,5,1,2,2,2,2,1,2,3,1,3,4,1,3,4,4,4,4,5,2,2,3,3,3,5,2,4,4,4,4,2,4,4,5,4,4,4,4,4,4,4,4,4,2,2,2,2,2,3,2,2,2,3,1,1,4,2,2,2,2,1,2,2,2,242,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2,1,2,1,1,1,4,2,1,3,"Windows","Chrome",1366,768,11,243
"1166",18,"male","ES",34,41,37,33,23,30,0,5,3,2,4,2,2,4,4,3,1,3,2,4,5,4,5,4,4,4,3,4,4,4,4,2,4,3,4,4,4,3,4,5,2,3,3,4,4,2,4,4,4,3,4,2,2,2,3,2,2,3,2,1,1,2,4,5,5,4,3,1,4,1,1,184,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,1,2,1,4,2,1,2,"Windows","Firefox",1366,768,28,270
"1167",20,"female","ES",45,45,42,25,10,46,0,6,5,5,5,1,5,4,4,5,2,4,2,3,4,5,5,4,5,5,5,2,5,5,3,5,5,5,3,4,5,3,5,4,2,1,5,1,1,1,5,4,2,3,1,1,1,1,1,1,1,1,1,1,5,5,5,1,5,5,5,5,5,5,2,263,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,2,1,2,1,3,2,4,1,1,3,"Windows","Chrome",1366,768,6,220
"1169",35,"female","PL",39,28,34,32,23,35,0,6,3,5,3,3,5,4,3,3,4,2,1,3,2,4,3,2,3,3,3,3,2,3,4,2,5,4,3,4,2,3,4,3,4,2,4,3,2,4,4,4,3,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,3,3,3,3,3,2,252,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,3,0,2,1,4,1,4,1,1,1,"Linux","Chrome",360,640,29,817
"1170",15,"female","AU",44,14,44,40,14,49,0,6,1,5,3,5,5,1,4,5,5,5,4,1,1,1,1,1,1,5,1,1,1,1,5,5,1,5,5,3,5,5,5,5,5,5,5,3,1,3,5,3,5,5,1,1,3,1,1,1,1,1,1,3,5,4,5,5,5,5,5,5,5,5,2,105,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,2,2,4,4,2,1,2,"Windows","Chrome",1368,768,40,98
"1171",28,"male","GB",39,32,48,24,33,28,1,9,2,5,4,2,5,3,3,4,3,1,3,4,3,3,3,3,4,4,2,4,5,1,5,5,5,5,5,5,5,4,5,4,3,1,2,2,1,1,5,4,3,2,4,4,4,4,3,1,4,2,3,4,2,1,4,3,4,3,2,2,4,3,1,124,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,4,1,1,2,1,1,4,2,1,3,"Macintosh","Chrome",1280,800,6,198
"1172",32,"female","US",35,27,42,23,28,50,0,7,1,4,3,3,5,1,5,5,4,1,2,1,1,2,3,2,4,2,3,4,4,2,5,3,5,3,3,5,4,5,5,4,1,1,4,1,1,1,4,4,3,3,3,3,3,3,2,4,3,3,1,3,5,5,5,5,5,5,5,5,5,5,2,101,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,2,3,1,1,7,2,4,2,2,3,"Windows","Chrome",1440,900,4,144
"1173",31,"male","US",36,42,38,36,17,34,0,5,2,4,4,5,3,1,3,3,2,3,2,4,4,5,4,4,4,5,4,4,4,4,3,3,5,3,5,5,4,2,5,3,3,4,4,4,3,4,4,4,2,4,1,1,2,2,2,2,1,3,2,1,4,3,4,5,2,2,4,3,3,4,1,264,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,1,1,5,2,4,2,1,4,"Linux","Chrome",534,320,23,230
"1174",16,"female","PK",41,45,36,20,20,30,0,4,3,5,3,5,2,4,3,3,4,4,2,3,4,5,4,4,5,5,3,5,5,5,3,3,4,3,4,5,3,2,4,5,2,2,2,4,1,2,1,3,1,2,3,2,5,1,1,3,2,1,1,1,2,2,2,4,2,2,5,5,4,2,2,320,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,1,1,10,4,1,2,1,3,"Macintosh","Safari",1280,800,8,374
"1176",18,"male","US",45,15,26,32,30,19,0,9,3,5,3,3,5,3,4,5,3,4,4,3,1,1,3,2,2,1,1,1,2,1,4,1,2,2,3,1,4,4,2,3,2,4,3,3,2,3,4,4,3,4,2,4,1,3,3,2,4,3,5,3,3,2,3,3,1,2,1,1,1,2,1,252,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2,2,1,1,2,3,4,2,1,2,"Macintosh","Chrome",1280,800,3,109
"1177",17,"female","ID",50,34,43,16,18,27,0,7,4,5,5,1,5,4,5,5,5,5,1,5,3,4,4,3,4,4,2,4,4,2,5,5,3,5,4,4,4,4,4,5,1,2,2,2,2,1,2,1,2,1,1,1,4,2,1,2,1,2,2,2,2,2,4,5,2,2,2,2,2,4,2,294,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,2,2,2,1,10,4,1,2,1,3,"Macintosh","Chrome",1280,800,88,143
"1180",18,"female","DK",26,37,46,41,14,12,0,7,1,4,2,1,3,3,3,2,2,2,2,1,5,4,5,3,5,4,5,2,3,1,4,4,5,5,5,5,5,4,5,4,3,5,5,5,3,4,5,3,3,5,2,1,1,1,1,4,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,310,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,2,3,2,1,3,1,4,2,1,4,"Macintosh","Chrome",1280,800,3,378
"1181",30,"female","GB",28,19,40,32,14,19,0,7,2,3,2,3,2,2,2,1,2,2,5,2,1,1,4,1,3,4,1,1,2,1,3,5,4,4,3,5,4,3,5,4,2,4,4,4,2,4,3,3,4,2,1,1,1,2,2,1,2,1,1,2,2,1,4,4,2,1,1,1,1,2,2,426,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,2,1,2,1,1,1,4,2,1,4,"iOS","Safari",320,568,15,226
"1182",15,"female","IN",43,34,33,21,25,36,2,7,3,4,5,4,4,3,3,4,2,5,3,3,5,3,4,3,3,3,3,3,4,3,3,3,4,4,3,4,2,3,3,4,2,1,3,2,2,2,3,2,1,3,3,2,1,3,3,2,2,3,3,3,4,2,4,3,4,4,4,4,4,3,2,374,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,3,2,1,8,1,1,2,1,2,"Windows","Chrome",1600,900,55,1636
"1183",18,"female","SE",31,24,44,39,15,35,1,7,1,4,4,2,3,2,3,3,3,1,2,3,3,2,4,2,3,2,2,2,2,2,5,5,5,5,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,3,1,2,1,1,1,2,2,2,1,2,4,4,4,4,4,3,4,4,2,2,2,151,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,2,2,2,1,6,1,4,1,1,2,"Windows","Chrome",1366,768,7,153
"1184",25,"female","GB",22,28,40,31,12,30,0,6,2,4,3,1,2,1,1,1,1,1,4,1,3,3,4,3,3,3,3,2,2,2,4,4,4,4,4,4,4,3,5,4,4,1,5,3,2,1,2,4,4,5,1,1,1,1,1,1,1,1,1,3,4,3,5,3,1,2,4,2,3,3,2,168,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,3,2,1,1,1,1,4,2,1,2,"Macintosh","Chrome",1920,1080,5,211
"1185",19,"female","IN",41,15,38,38,18,29,0,5,3,4,4,4,5,2,5,3,3,4,1,3,2,1,3,1,1,2,2,1,1,1,4,3,4,4,3,4,4,4,5,3,3,4,4,4,4,2,4,4,4,5,1,2,2,2,1,2,1,2,2,3,4,3,4,3,2,3,2,2,3,3,2,247,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2,3,2,1,8,1,1,2,1,2,"Linux","Chrome",320,480,6798,185
"1186",20,"female","US",44,14,47,25,14,50,0,6,1,5,1,5,5,1,4,5,4,4,4,5,1,1,1,1,1,5,1,1,1,1,5,5,5,5,5,5,4,4,5,4,3,1,4,1,1,2,4,2,4,3,1,1,3,1,1,1,1,1,1,3,5,5,5,5,5,5,5,5,5,5,2,410,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,2,2,4,5,2,1,4,"iOS","Safari",375,667,9,176
"1187",15,"female","AU",37,43,35,30,15,39,0,5,3,5,4,4,4,2,3,2,1,3,3,3,4,5,4,5,5,5,4,3,4,4,2,4,5,4,4,4,4,2,2,4,4,2,4,2,2,2,3,4,3,4,1,1,4,1,1,1,1,2,1,2,5,4,5,3,2,4,4,4,4,4,2,147,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,1,1,12,1,4,2,1,2,"Windows","Microsoft Internet Explorer",1366,768,15,168
"1188",41,"female","IE",35,34,39,29,23,31,1,8,2,4,4,2,5,3,3,2,3,1,3,3,3,3,3,4,4,4,3,3,3,4,4,5,5,4,3,5,4,3,3,3,3,2,3,3,2,3,3,3,4,3,3,2,1,2,3,2,3,3,2,2,3,2,3,4,4,3,3,3,2,4,2,206,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,4,1,1,3,4,1,4,2,1,6,"Windows","Chrome",1440,900,12,176
"1189",50,"male","SE",26,36,48,39,31,18,0,7,1,4,2,3,2,2,3,1,3,1,3,1,4,3,3,2,4,5,5,3,3,4,5,5,4,5,5,4,5,5,5,5,4,4,5,4,4,4,4,2,4,4,4,4,1,4,5,4,4,2,1,2,2,2,2,2,4,1,1,1,2,1,1,110,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,4,1,2,1,1,1,4,2,3,3,"Macintosh","Firefox",1440,900,2,131
"1190",31,"male","GB",43,48,49,27,16,34,0,8,1,5,4,3,5,2,5,5,5,4,2,2,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,4,1,4,4,2,1,2,4,1,4,5,1,1,1,1,2,1,1,1,2,4,4,5,5,2,2,4,2,2,4,1,210,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,4,3,1,1,2,2,4,1,1,2,"Windows","Chrome",1920,1080,3,209
"1191",15,"female","GB",47,38,45,18,30,20,1,6,2,5,5,3,5,3,5,5,4,4,2,4,4,3,5,3,5,2,5,5,5,1,4,5,5,4,4,5,4,4,5,5,2,1,2,1,1,4,1,1,1,4,3,1,2,2,4,5,5,4,2,2,1,1,1,1,2,1,4,4,4,1,2,123,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2,3,2,1,10,4,2,2,1,2,"Windows","Chrome",1360,768,28,341
"1192",14,"female","SA",23,25,50,45,27,38,3,9,2,3,4,1,3,1,2,1,1,1,3,1,3,1,1,1,4,5,1,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,5,5,3,1,5,3,5,1,3,2,1,3,5,2,5,1,1,5,5,4,5,5,2,183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,10,1,5,1,1,6,"Windows","Chrome",1600,900,3,327
"1193",27,"female","SE",38,19,34,31,20,39,0,4,3,5,2,3,5,1,5,5,4,2,2,1,1,3,3,1,2,3,1,1,1,3,4,2,5,3,4,5,4,2,2,3,3,2,5,5,1,1,5,3,1,5,2,2,1,3,2,1,2,2,2,3,3,5,5,4,4,3,4,4,3,4,2,250,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,1,1,4,1,1,1,"Windows","Firefox",1408,792,4,581
"1194",18,"female","PK",28,48,35,39,17,30,1,4,2,2,4,2,4,2,2,2,2,2,3,1,4,5,5,5,5,5,5,4,5,5,3,4,4,4,3,4,4,1,5,3,4,5,3,4,3,4,4,4,4,4,4,1,2,1,1,1,1,3,2,1,5,3,4,2,4,3,2,2,3,2,2,502,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,2,3,2,1,10,1,5,2,1,2,"Windows","Chrome",1366,768,74,263
"1195",24,"male","ZA",39,16,45,42,50,34,1,7,1,4,5,3,5,2,5,3,4,4,2,1,1,2,1,2,2,2,1,2,1,2,5,5,4,5,5,5,4,4,4,4,5,3,4,5,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,3,4,4,5,1,3,3,1,5,5,1,211,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,3,3,2,1,1,4,4,2,1,2,"Windows","Chrome",1366,768,19,207
"1196",20,"male","KE",45,22,28,28,24,32,0,5,1,5,5,3,5,2,5,4,4,4,3,4,1,1,5,5,1,1,1,5,1,1,3,1,5,1,3,5,1,1,5,3,3,5,1,1,3,1,5,1,5,3,1,5,1,1,1,1,5,5,1,3,5,5,5,3,1,1,5,1,5,1,1,376,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,1,2,4,4,3,2,1,2,"Windows","Chrome",1024,768,3,587
"1197",17,"female","GB",32,27,40,41,22,42,0,4,2,3,3,4,3,2,3,2,2,4,3,1,2,4,3,2,4,4,2,2,3,1,1,4,5,5,4,5,3,3,5,5,4,5,5,4,2,5,5,3,5,3,2,2,4,2,2,2,2,2,2,2,5,3,5,5,3,5,4,4,4,4,2,199,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,1,1,12,1,4,2,1,7,"Windows","Chrome",1024,768,10,281
"1199",20,"female","NL",25,29,41,39,15,26,0,8,2,3,3,2,2,1,3,2,2,2,2,1,3,3,3,3,4,4,3,2,2,2,5,3,3,3,4,4,5,5,5,4,4,3,4,4,4,3,4,4,5,4,1,1,1,2,1,2,1,2,2,2,4,3,4,3,2,2,2,2,2,2,2,205,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,2,3,2,1,1,1,4,2,1,2,"iOS","Safari",768,1024,15,205
"1201",16,"female","GB",41,18,23,26,22,45,0,4,3,4,3,4,3,2,4,5,3,3,4,3,1,3,3,3,2,2,1,1,1,1,2,3,2,3,1,2,3,1,4,2,3,2,3,1,3,2,3,3,3,3,5,2,2,1,4,2,2,1,2,1,5,4,5,5,5,5,4,4,5,3,2,257,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,3,1,1,7,1,4,2,1,2,"Windows","Chrome",1024,768,2,195
"1202",32,"female","US",29,21,45,37,22,32,1,7,2,3,2,4,3,1,3,2,3,1,3,2,1,3,3,3,3,3,1,1,1,2,4,5,5,5,4,4,4,4,5,5,3,5,5,3,3,3,3,5,4,3,1,4,1,3,2,2,2,2,3,2,5,3,4,3,3,3,2,3,3,3,2,319,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,4,3,1,1,4,1,4,1,3,3,"iOS","Safari",320,568,21,1082
"1205",21,"female","IN",38,27,41,32,25,31,0,7,3,3,4,2,3,3,4,3,3,4,3,3,3,4,3,3,2,3,3,2,2,2,3,5,5,4,4,5,4,2,5,4,2,4,5,3,1,4,4,3,2,4,3,3,1,2,3,2,3,4,2,2,1,1,4,3,4,4,4,4,3,3,2,136,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,3,2,2,8,1,1,2,1,1,"iOS","Safari",768,1024,440,146
"1207",32,"female","GR",36,28,40,35,21,42,1,9,3,3,2,3,4,2,4,3,2,4,3,3,2,2,3,3,4,3,3,2,4,2,5,4,5,3,4,5,4,3,4,3,4,3,4,4,3,3,4,3,4,3,2,2,2,2,2,2,3,2,2,2,5,4,5,5,3,3,5,4,3,5,2,116,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,4,3,2,1,7,1,4,1,1,2,"Windows","Chrome",1366,768,6,115
"1208",17,"male","US",33,31,38,35,22,39,0,7,3,4,3,3,3,2,3,3,3,2,2,2,3,3,4,3,4,3,4,2,2,3,4,4,5,3,4,4,3,3,4,4,4,3,4,2,3,3,5,3,4,4,2,2,3,2,2,1,2,3,3,2,5,2,4,4,4,4,4,4,5,3,1,127,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,2,3,2,1,4,1,1,2,1,2,"iOS","Safari",768,1024,2,132
"1209",16,"male","US",37,15,41,28,44,18,1,6,2,3,3,2,4,4,4,3,2,3,4,3,1,1,2,2,1,4,1,1,1,1,4,4,4,4,5,5,5,3,3,4,3,3,4,2,3,2,3,2,2,4,4,5,3,5,5,5,4,4,5,4,2,2,2,2,3,2,1,1,2,1,1,176,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,2,1,3,2,1,4,2,1,3,"iOS","Safari",768,1024,69,227
"1210",18,"female","US",22,25,44,41,18,21,0,7,1,4,3,2,3,1,2,2,1,1,1,1,1,3,4,3,2,3,2,2,3,2,4,4,5,5,4,5,4,4,4,5,4,4,5,3,4,4,4,5,4,4,1,2,1,2,2,2,2,2,2,2,2,2,4,2,2,1,3,2,1,2,2,195,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,3,1,1,4,1,4,2,1,2,"iOS","Safari",768,1024,3,323
"1211",50,"male","GB",31,33,38,39,30,30,0,9,4,3,2,4,2,2,3,2,2,2,3,2,3,4,3,3,3,4,3,4,3,3,4,4,3,4,4,4,4,4,3,4,5,3,4,5,4,3,4,5,4,2,3,3,2,3,3,3,3,3,3,4,3,3,4,4,3,3,3,2,3,2,1,79,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,3,1,1,6,1,4,2,2,3,"Windows","Microsoft Internet Explorer",1280,1024,2,85
"1213",15,"male","US",36,38,32,33,35,42,2,6,1,4,5,3,4,1,3,5,2,2,3,3,5,4,4,2,4,5,5,3,3,3,4,3,3,2,3,2,3,4,4,4,3,3,4,3,3,4,4,3,4,2,4,2,4,3,4,5,3,3,4,3,5,2,5,4,5,4,5,5,5,2,1,113,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,3,1,1,7,1,4,2,1,1,"Windows","Microsoft Internet Explorer",1024,768,4,230
"1214",15,"female","US",36,46,46,29,19,32,0,5,2,5,4,3,5,2,3,2,3,4,1,2,5,5,4,4,5,5,5,5,5,3,4,5,5,5,5,5,4,3,5,5,3,2,4,2,1,4,3,2,4,4,3,2,5,1,1,3,1,1,1,1,4,4,4,4,3,3,2,1,5,2,2,135,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,1,1,6,1,3,2,1,3,"Windows","Chrome",1024,768,50,168
"1215",26,"female","SI",19,40,43,39,18,17,0,4,1,1,3,2,1,1,1,1,1,1,3,3,4,4,5,4,3,3,5,4,4,4,4,5,4,5,4,4,4,3,5,5,3,3,5,4,5,4,2,5,4,4,2,2,1,1,1,3,2,2,1,3,1,3,3,1,2,1,1,1,3,1,2,403,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,4,3,2,1,2,1,4,1,1,5,"Windows","Chrome",1366,768,20,537
"1216",17,"female","US",23,39,34,28,19,29,1,6,1,4,2,1,3,2,2,1,1,1,3,2,3,4,4,3,5,5,4,3,5,3,4,3,4,2,4,2,4,4,3,4,2,2,5,2,1,1,3,4,5,3,2,3,2,2,2,2,2,1,2,1,5,3,3,1,3,4,2,2,5,1,2,180,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,2,1,1,4,3,4,2,1,2,"Windows","Chrome",1280,1024,5,285
"1217",15,"female","US",43,41,34,25,31,42,1,6,3,5,4,3,5,3,4,5,2,4,2,3,1,5,2,4,5,5,5,4,5,5,3,3,5,5,2,5,3,2,2,4,4,4,5,1,1,2,2,3,1,2,3,1,5,4,1,5,1,4,3,4,5,5,5,4,1,5,5,5,5,2,2,124,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,3,1,1,4,5,4,0,1,4,"Windows","Chrome",1280,1024,3,175
"1218",24,"female","PH",36,40,48,38,19,22,0,5,2,4,5,1,4,2,5,5,3,3,1,1,3,5,3,5,3,5,4,5,5,2,4,4,5,5,5,5,5,5,5,5,4,4,5,4,2,2,5,4,4,4,2,1,4,2,1,2,1,2,2,2,2,2,1,3,1,3,2,2,2,4,2,151,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,1,2,1,4,1,1,1,2,1,"Windows","Chrome",1366,768,4,254
"1219",25,"female","SE",46,32,43,24,12,33,0,4,2,4,4,4,5,3,5,5,5,5,1,3,3,3,4,2,3,4,5,1,5,2,3,4,5,5,4,5,5,3,5,4,3,2,4,4,1,1,4,1,1,3,1,1,1,1,1,1,1,1,1,3,3,2,4,5,4,1,5,4,1,4,2,341,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,1,2,2,4,1,1,3,"Windows","Microsoft Internet Explorer",1280,1024,1166,402
"1220",19,"female","BS",39,17,46,21,36,46,0,6,1,5,4,3,5,1,5,5,4,4,1,1,1,1,1,1,3,2,1,1,5,1,5,3,5,4,5,5,4,5,5,5,2,1,4,1,1,1,3,1,2,5,3,4,5,3,4,1,4,4,4,4,5,3,5,4,5,5,5,5,5,4,2,124,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,2,1,1,4,2,5,2,1,2,"iOS","Safari",768,1024,21,144
"1221",15,"female","IN",44,31,43,20,24,36,0,0,4,4,2,3,2,5,4,4,4,5,4,3,4,5,3,2,4,4,3,2,2,2,3,4,5,5,4,5,5,4,4,4,3,1,3,1,2,1,2,2,1,4,4,2,1,2,3,2,3,2,3,2,3,2,4,3,4,4,5,5,4,2,2,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,8,1,1,2,1,2,"Linux","Chrome",320,480,14757,522
"1222",21,"male","VN",31,30,32,33,33,27,0,5,1,4,4,1,3,3,2,2,2,3,3,3,1,3,3,3,4,4,3,3,3,3,4,5,3,4,3,2,3,2,3,3,4,4,4,2,2,5,3,3,3,3,4,1,3,5,3,4,4,3,3,3,2,2,3,3,3,1,3,3,4,3,1,259,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,2,2,2,1,0,1,1,1,1,2,"Windows","Chrome",1366,768,4,208
"1223",16,"male","US",28,36,43,43,20,31,0,5,3,4,3,2,3,2,2,4,1,1,1,2,3,4,5,3,3,3,5,4,5,1,5,4,5,3,4,5,5,3,5,4,4,5,5,4,3,4,4,5,5,4,1,1,3,1,3,3,1,3,2,2,3,1,5,3,3,3,5,2,3,3,1,128,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,1,2,9,1,4,2,1,1,"Windows","Chrome",1080,720,48,334
"1225",21,"female","MA",41,32,33,24,26,31,1,3,4,2,2,3,4,5,4,3,3,4,3,4,1,5,2,1,4,4,3,4,4,4,3,4,3,3,3,3,4,2,3,5,1,3,3,3,1,2,4,2,2,3,5,2,1,2,4,2,2,3,2,3,3,4,3,2,3,2,4,4,2,4,2,858,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,4,3,2,1,10,1,2,2,1,0,"Windows","Chrome",1280,800,8,482
"1226",17,"female","CA",45,37,39,27,15,48,1,6,3,4,5,5,4,3,5,5,4,1,3,3,3,4,4,4,5,4,4,1,4,4,4,3,5,3,3,4,4,4,5,4,2,2,4,2,2,2,4,2,4,3,1,1,3,1,2,1,2,2,1,1,5,4,5,5,4,5,5,5,5,5,2,186,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,12,1,4,2,1,4,"ChromeOS","Chrome",1366,768,3,204
"1227",52,"male","US",37,36,39,30,19,35,0,6,3,4,3,4,3,1,3,3,3,3,4,3,3,4,4,4,3,4,4,3,3,4,4,3,5,4,3,5,4,3,4,4,2,3,4,3,3,3,3,3,2,4,1,2,1,3,2,2,2,2,2,2,4,4,3,4,3,3,4,3,4,3,1,232,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,5,1,4,1,2,4,"iOS","Safari",768,1024,16,245
"1228",19,"female","MY",41,23,34,40,20,48,0,4,3,3,5,2,2,2,5,3,4,5,4,3,1,1,4,3,1,1,1,5,5,1,1,4,5,5,3,2,5,4,4,1,1,5,5,5,5,4,4,5,1,5,3,1,1,3,1,5,1,2,1,2,5,5,5,5,4,5,4,5,5,5,2,252,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,1,12,1,1,2,1,4,"Linux","AndroidBrowser",720,1280,10,195
"1229",15,"male","IE",20,38,40,44,22,37,0,5,2,2,2,2,1,1,3,1,1,1,3,1,5,5,3,4,3,4,2,5,5,2,4,3,4,2,5,5,5,5,3,4,5,5,4,5,4,1,5,5,5,5,2,3,2,2,1,2,1,4,2,3,5,4,5,3,2,3,5,4,4,2,1,232,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,1,4,5,4,2,1,3,"Windows","Chrome",1024,768,3,265
